,-0.008369224,,0.028176286,0.024076315,-0.01732747,0.031455037,-0.00838846,0.027903344,0.035975142,0.029326319,0.028371197,-0.017788479,0.029234797,0.032930139,-0.015862362,0.021654249,-0.016204253,-0.02330325
-0.010380916,,,-0.022843266,-0.01703128,0.041165417,-0.013871493,0.044250717,-0.015731081,-0.005944462,,-0.015584442,0.042083459,-0.014328154,-0.013532872,,,0.035947259,0.031765814
,,,,,,,0.196099921,,0.160545062,0.221153002,,,,,,0.235650483,,
0.032733741,-0.020937863,,,0.039805019,-0.018879725,0.039361935,-0.012286208,0.041189645,0.028247346,,0.039253543,-0.022045725,0.033652295,0.032595548,-0.002015411,,-0.025578157,-0.02508074
0.033101377,-0.018397483,,0.047049211,,-0.017001741,0.034102404,-0.009810449,0.042888796,0.029772143,,0.04257442,-0.017490808,,0.024594408,,,-0.021323957,-0.024158165
-0.014968744,0.038811947,,-0.014141509,-0.009974281,,-0.010489886,0.038924608,-0.010519383,-0.013042098,-0.001273284,-0.009463402,0.040019068,-0.010631903,-0.014614666,0.039340823,,0.034359031,0.032255652
0.031099456,-0.011517267,,0.033565141,0.024454821,-0.013502783,,-0.006022503,0.034255574,0.029563967,0.031645115,0.035177341,-0.015389394,0.03548603,0.032279461,-0.011908474,0.025644778,-0.015844525,-0.022741026
-0.00702332,0.047632359,0.036893227,-0.010088998,-0.005778192,0.044678495,-0.003621397,,-0.003221435,,,-0.004670374,0.043659668,-0.007164326,-0.011646925,,,0.038362734,0.031129469
0.031475037,-0.011974284,,0.039619386,0.035064764,-0.012537188,0.038661978,-0.004150281,,0.029703562,0.034235059,0.04063818,-0.012853719,0.031941633,0.02961967,-0.000161867,,-0.015204768,-0.019468737
0.04732873,0.003619583,0.032359787,0.034806874,0.03196416,-0.007854566,0.040840592,,0.036908899,,0.04453246,0.039792931,-0.004677131,0.039643843,0.043744401,-0.00802108,0.03708507,,-0.014219831
0.057780427,,0.058918729,,,0.006973388,0.061791991,,0.059509994,0.063838884,,0.051678286,,0.056337274,0.055134882,0.001660719,0.067280272,,-0.009527918
0.029834172,-0.01399073,,0.035679442,0.032675618,-0.013623343,0.037507449,-0.007534364,0.038496044,0.030445458,0.026498846,,-0.016920641,0.032692995,0.031404548,-0.004837508,,-0.022154004,-0.024631312
-0.018653023,0.040644001,,-0.020396222,-0.013156263,0.041096554,-0.015474563,0.038977449,-0.01367035,-0.012624387,,-0.015743196,,-0.014101694,-0.012647047,0.034581992,,0.036396824,0.034427848
0.036079985,-0.010952875,,0.03577718,,-0.012975263,0.043703231,-0.007461625,0.035046181,0.035581275,0.03507547,0.038162255,-0.013626312,,0.04495079,-0.014969219,,-0.014568045,-0.020241118
0.034626031,-0.012324963,,0.029404295,0.018455744,-0.018867328,0.034309856,-0.013606986,0.027384812,0.034304206,0.028875121,0.031311826,-0.014138367,0.038903912,,-0.018018347,,-0.016524276,-0.024939524
-0.021356252,,,-0.003952856,,0.040173525,-0.015969415,,-0.00355884,-0.021134148,-0.011636823,-0.006514596,0.033907369,-0.020288107,-0.021784066,,-0.009167771,0.022715999,0.029445992
0.151618536,,0.190483299,,,,0.167916449,,,0.169469077,0.204138413,,,,,0.047496686,,,
-0.021783615,0.034338346,,-0.029479164,-0.021322795,0.034361435,-0.020889479,0.03337218,-0.021108892,,,-0.026717174,0.035873437,-0.019853501,-0.020040983,0.022715999,,,0.030573547
-0.026277738,0.025848772,,-0.024805967,-0.020503559,0.02734928,-0.025294376,0.022404785,-0.022357304,-0.024313736,-0.017966303,-0.025377743,0.028920326,-0.02228514,-0.025593234,0.025239422,,0.026205897,
